```csv
Time Period,Net cash provided by operating activities - TTM (GAAP),Capital expenditures - TTM,Free cash flow - TTM (non-GAAP),Net (loss) income attributable to common stockholders - TTM (GAAP),Interest expense - TTM,Provision for income taxes - TTM,Depreciation, amortization and impairment - TTM,Stock-based compensation expense - TTM,Adjusted EBITDA - TTM (non-GAAP)
2Q-2019,2850,-1365,1485,-659,680,81,2047,828,2977
3Q-2019,2215,-1240,975,-827,690,90,2074,822,2849
4Q-2019,2405,-1327,1078,-862,685,110,2154,898,2985
1Q-2020,2605,-1502,1103,-144,696,89,2239,901,3781
2Q-2020,2705,-1798,907,368,694,251,2281,1038,4418
3Q-2020,4349,-2418,1931,556,672,292,2322,1382,5142
4Q-2020,5943,-3157,2786,721,748,359,2390,1734,5817
1Q-2021,8024,-4050,3974,1143,678,453,2390,2137,6707
2Q-2021,9184,-5009,4175,2181,583,453,2504,2264,7985
3Q-2021,9931,-5823,4108,3468,546,490,2681,2196,9381
4Q-2021,11497,-6482,5015,5519,371,699,2911,2121,11621
1Q-2022,13851,-6901,6950,8399,333,976,3170,1925,14803
```
