```csv
Time Period,Capital cash provided by operating activities - TTM (GAAP),Capital expenditures - TTM,Free cash flow - TTM (non-GAAP),Net income attributable to common stockholders - TTM (GAAP),Interest expense - TTM,Provision for (benefit from) income taxes - TTM,Depreciation, amortization and impairment - TTM,Stock-based compensation expense - TTM,Adjusted EBITDA - TTM (non-GAAP)
"3Q-2021",9931,-5823,4108,3468,546,490,2681,2196,9381
"4Q-2021",11497,-6482,5015,5519,371,699,2911,2121,11621
"1Q-2022",13851,-6901,6950,8399,333,976,3170,1925,14803
"2Q-2022",14078,-7126,6952,9516,302,1066,3411,1812,16107
"3Q-2022",16031,-7158,8921,11190,229,1148,3606,1699,17872
"4Q-2022",14724,-7463,7566,12556,191,1132,3747,1560,19186
"1Q-2023",13242,-7793,5779,11751,159,1047,3913,1560,18430
"2Q-2023",13956,-8450,6163,12195,143,1165,4145,1644,19292
"3Q-2023",12164,-8898,3714,10756,128,1027,4424,1747,18082
"4Q-2023",13256,-9599,4358,14997,156,5001,4667,1812,16631
"1Q-2024",10985,-9599,1386,13613,203,-4853,4867,1918,15748
"2Q-2024",11532,-9809,1723,12388,261,-4783,4991,1912,14769
```
